Year,AZ__PDSI,CA__PDSI,CO__PDSI,KS__PDSI,NV__PDSI,NM__PDSI,TX__PDSI,UT__PDSI,AZ__T,CA__T,CO__T,KS__T,NV__T,NM__T,TX__T,UT__T,AZ__dT,CA__dT,CO__dT,KS__dT,NV__dT,NM__dT,TX__dT,UT__dT,AZ__P,CA__P,CO__P,KS__P,NV__P,NM__P,TX__P,UT__P,AZ__dP,CA__dP,CO__dP,KS__dP,NV__dP,NM__dP,TX__dP,UT__dP
1686,-1.552,-3.202,-3.863,-0.14,-3.906,-1.313,2.22,-4.854,16.59797,15.56764,7.72289,12.20437,9.53345,12.40134,18.59758,9.43484,-0.45193,-0.09098,-0.76543,-0.37669,-0.3911,-0.50162,-0.19279,-0.63372,185.8862,463.47128,369.06064,724.1969,194.15973,286.3493,811.53198,216.07468,81.43819,-2.92838,-8.00449,11.75877,-6.87267,11.4772,-181.60498,23.71018
1687,0.657,1.725,-0.314,-0.145,1.248,0.252,-0.153,1.859,15.17321,14.55306,7.68604,13.55982,9.92487,11.92891,19.22615,8.77832,-0.33494,-0.01048,-0.79727,-1.61081,-0.39514,-0.50893,-1.15208,-0.67423,295.87381,578.81427,402.82037,603.29645,211.46284,320.24399,597.26715,282.59564,11.05561,-65.85761,-47.44999,-10.47324,-23.3738,22.2455,118.15829,13.88706
1688,1.153,1.449,0.989,0.278,1.823,0.515,0.153,3.628,15.51701,15.04345,7.01248,11.84238,9.68283,11.87528,17.92953,9.0608,-0.18277,0.00021,0.34916,1.00307,0.11873,-0.05426,0.50082,0.06753,455.74161,713.15576,406.10983,646.12213,281.85703,382.44977,686.97595,349.04788,-151.19498,-223.19086,-60.4653,57.79115,-58.27963,-68.27785,-60.95485,-91.13139
1689,2.206,1.194,2.169,-1.884,1.468,3.357,0.067,1.855,15.20405,15.10412,6.40896,12.14126,9.10865,11.5272,18.18311,8.13649,0.37429,0.00418,0.66491,-0.23951,0.24747,0.47287,0.03669,1.03159,351.85107,479.32492,422.91919,751.01251,204.79068,341.55045,723.47467,298.6861,81.48351,326.85184,-23.00517,-122.55811,105.70979,19.2263,-33.89612,61.21288
1690,1.511,-0.85,-0.929,1.885,-0.757,0.746,-2.029,-1.656,14.42591,14.8807,6.68952,12.40006,9.33071,11.42638,18.4704,8.4842,0.08939,-0.12136,-0.49649,-1.17686,-0.57082,-0.04857,-0.1764,-0.72941,337.79886,541.79944,428.75436,641.12195,223.96005,324.29922,638.84485,288.965,-34.78664,-136.42845,-66.70679,-80.25723,-49.04926,-103.36883,-219.13432,-38.9208
1691,0.397,-1.025,0.484,-0.145,-0.543,-0.505,-2.478,-0.327,15.15346,14.80441,7.29474,12.72723,9.62236,11.91638,18.63429,8.8163,-0.19323,0.01679,-0.69933,-1.27971,-0.19368,-0.19571,-0.31562,-0.45595,319.24854,574.93317,363.02325,565.1701,229.1837,291.63071,595.92407,277.65485,-21.32552,-69.05004,33.09253,242.54817,-33.61359,-28.59871,-22.36339,1.35758
1692,2.395,2.422,3.534,-0.33,2.525,2.869,0.915,3.506,15.28306,14.57932,7.1272,12.28859,9.38474,11.83819,18.34581,8.67207,0.11496,0.20758,0.36521,0.74286,0.35452,0.09626,0.30597,0.36932,395.1926,602.10126,492.83566,797.05908,264.85049,399.00739,815.61206,376.49747,-164.33675,-104.072,-177.2894,-277.41364,-70.90658,-171.92274,-285.50729,-144.334
1693,1.689,1.621,1.737,-1.455,1.84,2.252,0.1,2.689,15.32937,15.00058,7.06687,12.3956,9.71726,11.79712,17.97441,8.99817,-0.77929,-0.14136,-0.52811,0.3343,-0.65308,-0.60535,0.20755,-0.65193,401.47171,712.38538,446.97247,606.22687,241.65805,410.45743,792.38879,311.95267,-131.21352,-159.12404,-73.48573,-18.62114,4.24346,-104.34269,-92.07124,-52.59121
1694,0.976,1.65,0.115,5.085,1.041,-0.138,2.459,1.213,14.88973,14.76936,6.71739,12.00236,9.51262,11.64999,18.30195,8.5065,-0.21276,-0.14845,-0.04286,-0.01473,-0.28656,-0.39451,-0.3863,-0.06745,291.54559,670.88824,426.36081,694.69556,261.67868,295.42477,726.35706,328.27457,61.05027,-169.63492,-35.79697,32.5964,-70.91313,80.13105,145.53976,-57.83862
1695,0.712,1.004,2.116,3.67,0.635,0.646,6.205,-0.196,15.18601,15.10897,6.71034,11.76403,9.35154,11.55143,18.06448,8.68079,-0.08679,0.07016,-0.16238,0.39266,-0.12294,-0.21142,0.08315,-0.41936,357.00568,472.02451,415.33414,767.76221,210.95287,382.55188,767.86243,304.20142,22.11815,-10.90587,11.46299,-88.16137,18.53787,27.56775,-29.51475,4.97433
1696,-2.14,1.523,-1.398,-1.704,0.259,-3.627,-0.085,0.58,16.52622,15.47944,8.25985,12.89736,10.33979,12.64413,18.70535,9.98208,-0.50933,-0.23528,-0.6074,-0.32386,-0.38327,-0.65243,-0.59045,-0.66705,293.97806,545.79327,358.86377,705.90295,238.55539,298.13327,574.19946,276.88297,-20.68825,-114.74988,-17.47726,-75.65777,-41.93977,35.28652,239.07584,-42.98559
1697,-1.422,0.937,1.208,-3.638,0.164,-0.583,-0.977,1.093,15.68937,15.39125,7.83821,12.6592,10.64469,11.88034,18.07977,9.42762,-0.40267,-0.7932,-0.87443,-0.4949,-1.25954,-0.18498,0.14275,-0.94202,376.23953,603.10858,346.59842,730.92999,195.41734,422.39755,733.18054,226.22929,-18.71706,-95.97755,127.59679,36.65496,37.17869,-51.3654,70.85696,120.41778
1698,-1.723,-1.357,-0.138,-4.533,-1.333,-0.882,-1.272,0.331,16.29429,15.43484,8.11713,13.01976,10.55053,12.40552,18.74404,9.9654,-0.46522,-0.45715,-0.71311,-0.76481,-0.94702,-0.25525,-0.21017,-0.87682,308.55209,531.95593,391.56332,713.24786,196.97905,399.23895,698.50208,280.47772,57.96848,92.34987,37.66745,99.97706,62.90291,-38.70041,8.13342,72.74458
1699,1.653,2.017,1.269,-2.652,2.067,2.134,-2.579,2.706,14.95118,14.98759,6.31948,11.75628,9.28716,11.32881,17.86485,8.24615,0.55933,0.04381,0.68563,0.16962,0.02608,0.66327,0.35956,0.83306,332.14511,539.35699,423.80765,754.76898,201.26564,335.30246,738.94263,274.3949,112.90354,194.26819,-34.88507,-148.58998,83.90682,44.88896,-51.91756,63.7382
1700,0.886,1.966,-0.591,-0.648,1.114,-0.413,-0.592,0.955,15.21463,14.69535,7.75415,13.42719,9.99179,12.0042,19.24173,8.88627,-0.53068,-0.14152,-1.09251,-1.56402,-0.50009,-0.68005,-1.2632,-0.85522,303.37119,551.09625,384.81238,569.55902,199.83102,316.75522,592.23132,275.73523,1.01999,-62.49479,-8.5313,87.89926,-4.44596,25.45465,154.94431,15.82183
1701,2.989,0.912,3.182,1.62,1.755,3.06,1.525,2.481,15.57472,15.29909,6.97954,11.92689,9.09435,12.02297,18.28011,8.95302,-0.13149,0.1281,-0.17228,-0.05223,-0.14193,-0.19068,-0.37108,-0.19357,369.43686,845.03467,437.5563,695.18091,291.52185,341.37628,699.94165,357.77512,74.88662,-188.7028,-7.1585,26.13195,-47.39164,38.87991,91.84637,-37.97692
1702,1.413,3.086,3.27,-0.021,2.494,0.331,1.627,3.054,15.25411,14.58478,6.97202,12.03074,9.2507,11.79262,18.25315,8.60306,0.22071,0.4407,0.58982,0.90596,0.60167,0.14903,0.29182,0.55882,414.00595,661.76941,465.1553,764.72131,282.3493,373.94049,731.06665,377.66492,-140.43044,-127.71925,-123.39784,-154.3383,-70.87801,-97.97952,-120.43275,-113.39829
1703,-0.879,-2.685,-0.389,-1.107,-2.632,0.014,-2.724,-2.965,15.53469,15.12938,7.04788,11.67457,9.91536,11.70237,18.01726,8.98698,0.32786,0.12264,0.44379,0.21911,0.37572,0.18468,-0.02878,0.42741,302.46368,403.20749,403.05051,842.0174,174.14705,315.60074,671.6275,271.44608,-45.30539,100.49947,-57.04377,-119.12847,10.23576,36.12786,107.51127,-47.02617
1704,-1.569,-0.742,-3.236,-3.404,-1.664,-2.001,-3.837,-2.284,15.61861,15.16138,7.71196,13.05428,10.27506,11.96162,18.44861,9.14203,-0.52061,-0.44846,-0.43218,-0.82978,-0.59489,-0.19734,-0.04832,-0.4621,320.24472,520.35553,386.77988,549.6698,232.06815,316.26413,689.68524,326.2001,-19.92779,-26.51229,-23.55617,122.92313,-34.0617,-14.25758,65.82148,-80.81187
1705,-0.657,1.404,-1.071,-2.364,1.242,-1.523,-1.73,1.901,15.49667,15.18678,7.75557,13.02945,10.42539,11.96955,18.5208,9.22789,-0.58853,-0.47521,-1.15774,-1.07321,-0.88312,-0.62236,-0.65735,-0.95577,371.53564,575.66138,357.58453,609.784,226.10582,357.74762,640.04565,281.06833,-51.34384,-42.12239,75.28537,99.82717,-4.28237,-12.86587,109.26982,12.16444
1706,-0.079,-0.396,-0.044,0.42,-0.079,0.771,1.889,0.442,14.60527,14.64891,6.53719,12.27402,9.13174,11.3,18.15183,8.20154,-0.05544,-0.18738,-0.27633,-0.71783,-0.18341,-0.32797,-0.23676,-0.016,300.2388,575.96277,414.08829,649.70184,261.57684,297.6868,721.62677,305.27194,7.24791,-101.50004,-1.93281,46.07428,-84.36689,42.44711,6.72975,-29.70455
1707,-2.293,-3.176,-2.482,3.113,-3.757,-2.389,0.198,-3.169,15.19655,14.76417,6.71715,11.42912,9.51554,11.95291,18.57892,8.63862,0.87961,0.5569,0.79356,0.49612,0.67063,0.54802,-0.08945,0.50139,328.05737,527.84631,395.74643,930.96942,195.80763,263.77139,539.66486,296.23102,-133.43146,20.19406,-64.29259,-267.55682,-9.58349,-0.71419,88.89965,-66.46913
1708,-2.087,-2.784,-3.349,-2.613,-3.77,-1.542,-1.206,-4.716,15.4537,14.91932,6.99827,11.58404,9.61787,11.69658,18.08092,8.88455,0.1968,0.11374,0.31216,0.24948,0.11858,0.1098,0.06169,0.16866,288.29248,424.93307,401.78354,846.04224,183.99933,311.14682,684.22717,273.81433,-50.7692,84.90218,-69.17842,-188.81883,21.0524,23.56197,26.17733,-45.96636
1709,-1.983,-0.239,-2.681,-0.383,-1.492,-2.311,-0.984,-2.236,16.10953,14.94657,8.00802,12.90255,9.2641,12.28364,18.65121,9.28872,-0.08739,0.03016,-0.34049,-0.40771,0.11554,-0.14022,-0.04424,-0.182,269.2731,546.39581,338.73465,539.68878,255.28406,299.39853,511.92191,249.91885,-45.06539,-38.27735,-13.50861,140.74147,-56.6468,1.96713,216.81198,-32.93018
1710,1.586,0.018,1.193,-1.07,0.259,2.707,0.085,-0.047,14.62165,14.69295,6.62522,11.98336,9.21879,11.2245,17.97172,8.23822,0.30659,-0.1199,0.18586,0.37913,0.01545,0.44912,0.53951,0.27479,377.66956,413.50861,423.94308,702.76477,189.16849,413.28796,913.36285,284.76471,-80.34932,111.06255,-21.21046,-9.75558,12.63349,-101.68568,-294.64447,-6.89126
1711,1.333,0.142,-1.945,1.244,0.555,1.334,0.069,0.692,14.8852,14.62054,6.82413,12.34672,9.32419,11.53213,18.2919,8.4139,0.04465,0.04611,-0.27548,-0.74157,0.07574,-0.32852,-0.3871,0.09547,320.99023,550.92743,405.83408,670.70825,248.15828,307.32004,667.86133,300.97815,-36.59718,-111.25729,-19.94995,-38.45744,-85.17836,16.22501,20.05808,-35.74672
1712,1.865,1.7,-0.177,0.746,1.819,2.001,-1.193,1.101,15.17321,14.55306,7.68604,13.55982,9.92487,11.92891,19.22615,8.77832,-0.33494,-0.01048,-0.79727,-1.61081,-0.39514,-0.50893,-1.15208,-0.67423,295.87381,578.81427,402.82037,603.29645,211.46284,320.24399,597.26715,282.59564,11.05561,-65.85761,-47.44999,-10.47324,-23.3738,22.2455,118.15829,13.88706
1713,-0.496,-0.951,0.64,1.967,-0.616,0.524,-0.429,0.972,14.8852,14.62054,6.82413,12.34672,9.32419,11.53213,18.2919,8.4139,0.04465,0.04611,-0.27548,-0.74157,0.07574,-0.32852,-0.3871,0.09547,320.99023,550.92743,405.83408,670.70825,248.15828,307.32004,667.86133,300.97815,-36.59718,-111.25729,-19.94995,-38.45744,-85.17836,16.22501,20.05808,-35.74672
1714,0.314,0.116,-1.238,0.623,-0.193,-0.669,-3.326,-0.659,14.75643,14.84827,7.01391,12.70043,9.54935,11.69091,18.62273,8.69948,-0.05689,-0.03109,-0.6261,-1.36347,-0.48655,-0.14317,-0.33241,-0.66966,329.56689,524.97302,408.51654,623.54749,232.26363,314.14291,646.03967,291.02277,-43.23446,-67.46373,-41.28256,16.00128,-41.42548,-85.9424,-148.70607,-29.91407
1715,-1.674,-1.285,-1.375,1.333,-1.618,-2.054,-2.527,-0.411,15.37317,15.0732,7.40873,13.03267,9.81797,11.89373,18.72307,9.18361,0.29316,0.02175,-0.4681,-1.40483,-0.28606,0.07953,-0.63791,-0.42431,334.54126,400.14102,420.90247,676.90643,216.61047,350.10785,729.08496,279.42392,-112.19771,22.0292,-84.22798,-44.08681,-29.96471,-104.05169,-132.96539,-56.20736
1716,-3.102,-2.467,-1.384,1.978,-2.659,-3.207,-0.871,-0.712,15.19655,14.76417,6.71715,11.42912,9.51554,11.95291,18.57892,8.63862,0.87961,0.5569,0.79356,0.49612,0.67063,0.54802,-0.08945,0.50139,328.05737,527.84631,395.74643,930.96942,195.80763,263.77139,539.66486,296.23102,-133.43146,20.19406,-64.29259,-267.55682,-9.58349,-0.71419,88.89965,-66.46913
1717,-0.525,-0.178,-3.513,-0.072,-0.996,-0.712,-2.133,-2.62,15.77198,15.06425,7.80631,13.05105,9.82974,12.08693,18.60314,9.22298,-0.16545,-0.13604,-0.40732,-0.82396,-0.23481,-0.10806,-0.18417,-0.31991,303.33633,505.23553,375.70102,567.6181,240.3757,313.50919,630.80664,289.89719,-50.73428,-14.90944,-32.84749,103.38428,-44.07756,-23.5485,89.60284,-60.05239
1718,2.189,2.388,-0.847,-3.087,1.779,1.892,4.639,0.231,15.3361,15.70884,6.99957,12.4979,10.42837,11.44275,18.06572,9.20002,-0.13259,-0.52729,0.20143,0.34973,-0.44909,0.32325,0.66403,-0.21935,375.53601,588.92761,404.02905,621.74335,184.62894,402.09283,857.82544,268.02267,-52.79735,-151.25684,1.17523,5.27814,39.6838,-53.84549,-177.01079,14.42319
1719,1.659,2.579,1.746,-0.036,2.601,0.094,5.517,3.009,14.89125,14.98043,6.61329,11.97768,9.71504,11.48325,18.08884,8.58584,-0.26307,-0.17273,-0.03375,0.0966,-0.29947,-0.32718,-0.26699,-0.14027,327.66394,638.18066,424.3212,703.27954,237.10101,337.77951,767.46552,318.74417,44.22393,-163.41241,-36.16165,-54.9343,-45.55575,65.1809,144.60117,-51.55559
1720,2.889,2.999,6.818,-0.768,3.674,3.954,2.992,5.025,15.23196,14.69679,7.27438,12.45774,9.58847,11.7528,18.27347,8.70845,0.63899,0.4231,0.52048,0.2793,0.78727,0.39463,0.14508,0.84285,410.68518,664.79706,502.57428,829.62231,280.48297,486.92062,910.18872,398.27094,-133.73984,-86.02822,-163.42599,-290.07977,-72.9207,-226.77715,-307.60703,-139.68765
1721,1.749,-0.28,2.324,-4.41,0.231,2.607,3.33,-0.876,14.92592,15.11361,6.79687,12.37381,9.68541,11.24696,17.95374,8.66349,0.21652,-0.08454,0.32075,0.31141,-0.04728,0.49402,0.63637,0.2831,376.92542,475.75803,407.48639,641.8421,189.58472,423.98959,918.62061,274.54086,-49.90657,-10.59837,14.26041,40.94638,18.16169,-70.82965,-238.33177,4.33431
1722,-0.498,-2.65,-0.675,-1.112,-2.747,0.7,-0.896,-3.275,15.53469,15.12938,7.04788,11.67457,9.91536,11.70237,18.01726,8.98698,0.32786,0.12264,0.44379,0.21911,0.37572,0.18468,-0.02878,0.42741,302.46368,403.20749,403.05051,842.0174,174.14705,315.60074,671.6275,271.44608,-45.30539,100.49947,-57.04377,-119.12847,10.23576,36.12786,107.51127,-47.02617
1723,-0.012,1.75,-0.022,0.4,0.574,0.119,2.507,0.384,15.49572,15.5757,7.10392,12.1741,10.38177,11.59582,18.02236,9.31507,-0.25288,-0.43608,-0.07193,0.6666,-0.55094,-0.10692,0.20931,-0.57697,402.36069,618.20026,410.68515,742.4176,217.08032,376.00552,806.41827,292.28336,-70.00182,-161.83742,-32.12836,-146.01015,-9.80919,20.83564,27.87979,-12.87249
1724,-1.339,-0.413,-0.671,-2.293,-0.812,-0.972,-1.129,0.716,15.74896,15.45322,7.90337,13.00824,10.65245,11.97234,18.2842,9.49979,-0.47929,-0.77925,-1.00735,-1.00315,-1.34274,-0.31019,-0.09292,-1.00762,378.64697,590.61353,360.56,723.27368,196.38806,438.90891,747.43146,251.35338,-22.1168,-126.42633,91.94752,42.93357,25.76474,-62.03356,21.63637,80.30802
1725,-0.211,1.239,1.052,-1.361,1.065,0.021,-1.052,2.243,15.56982,15.13564,7.79267,13.06864,10.31816,12.16412,18.81292,9.33081,-0.76035,-0.35509,-1.28264,-1.27531,-0.7033,-0.8334,-1.03766,-1.09855,334.66208,572.66602,379.46274,570.03418,233.97562,317.63498,602.18481,309.19766,-41.85458,-20.9447,38.96958,138.60777,-26.43969,25.35905,153.40849,-35.55224
1726,2.958,2.325,6.384,0.632,3.171,3.626,0.947,4.97,15.23196,14.69679,7.27438,12.45774,9.58847,11.7528,18.27347,8.70845,0.63899,0.4231,0.52048,0.2793,0.78727,0.39463,0.14508,0.84285,410.68518,664.79706,502.57428,829.62231,280.48297,486.92062,910.18872,398.27094,-133.73984,-86.02822,-163.42599,-290.07977,-72.9207,-226.77715,-307.60703,-139.68765
1727,1.603,2.154,3.848,0.419,2.499,1.232,-0.888,4.297,15.32876,14.78945,6.9227,11.93851,9.38797,11.80261,18.08961,8.77211,-0.05355,0.16564,0.37719,0.83592,0.2726,-0.03809,0.335,0.21927,443.83942,681.90497,438.06119,716.24353,284.51495,375.17725,689.47284,366.19519,-142.89992,-153.96761,-88.12001,-40.20435,-62.08698,-77.44266,-64.32469,-99.18437
1728,-1.722,-2.144,0.211,-0.854,-2.026,-1.458,-1.869,0.064,15.78354,15.20423,7.12961,11.90065,9.86889,11.92375,18.4325,9.04107,0.52151,0.15023,0.64846,0.77783,0.6258,0.25847,-0.19953,0.82823,299.74182,413.39902,371.87946,805.17725,165.87453,317.75421,594.58093,256.04709,-21.79557,-72.35913,30.87004,-21.87044,1.86952,15.17387,244.00156,3.84939
1729,-3.195,-3.945,-2.911,1.484,-5.256,-4.232,-1.082,-6.305,16.33734,15.702,9.20624,14.10366,11.55669,12.98972,19.37849,10.4442,-1.34301,-1.34821,-1.35205,-0.44871,-1.74449,-1.11908,-0.07658,-1.86776,256.85849,441.1738,264.09067,490.70645,169.05063,241.46078,533.73663,204.74348,3.52224,-8.71974,88.31932,44.02809,-16.81316,45.46365,45.21692,29.65482
1730,-1.642,-0.529,-3.093,-0.365,-1.589,-2.246,-3.915,-2.104,15.58038,15.05066,7.60836,13.13617,9.84344,11.99863,18.73182,9.27728,0.23695,0.03825,-0.46405,-1.31368,-0.20958,0.0568,-0.57862,-0.34843,324.91724,410.30331,405.37622,649.77515,221.78424,342.92429,707.33282,276.93588,-107.58749,30.38693,-72.5183,6.99998,-31.91743,-83.19375,-71.92176,-55.38842
1731,-0.556,1.268,-1.258,-1.612,0.54,-1.179,-2.018,0.63,15.58767,15.15428,7.77079,12.96164,10.39316,12.03353,18.4874,9.25579,-0.61652,-0.44173,-1.11991,-0.97774,-0.81692,-0.62977,-0.61426,-0.95941,357.27094,565.67621,352.67896,601.39124,229.38895,341.18985,621.34094,282.33182,-56.37935,-38.75498,78.70271,122.83318,-16.65263,3.74606,117.48666,-4.28095
1732,-0.101,1.37,0.615,2.482,0.889,-0.147,1.887,1.297,14.67602,14.68994,6.62902,12.08966,9.31566,11.49393,18.25203,8.3113,-0.14202,-0.22559,-0.08732,-0.22982,-0.35386,-0.38009,-0.31545,-0.06046,287.41336,619.82587,413.15082,677.63055,263.47397,279.11282,730.05969,318.9397,55.22393,-113.39822,-11.91518,63.76048,-77.20881,85.96844,103.65184,-50.15066
1733,-3.046,-2.133,-0.703,1.77,-2.402,-2.893,1.67,-0.083,15.26385,14.47269,6.85192,11.73203,9.50433,11.53443,18.10576,8.63263,0.39316,0.78837,0.38952,0.54476,0.63115,0.28704,-0.11749,0.49589,243.5284,463.39154,361.41006,702.59088,170.4351,328.63037,648.69434,249.42145,13.50959,-100.5378,45.21262,0.20936,-28.50757,-38.2101,15.68237,16.3821
1734,-0.486,0.899,2.138,-1.542,0.508,0.752,-0.112,1.732,14.6994,14.79693,6.47653,12.08109,8.97105,11.31487,18.2688,8.01657,0.67083,-0.18413,0.43878,0.44153,0.08059,0.57536,0.47266,0.34391,357.49454,377.65997,466.5303,719.56329,208.44533,400.1181,843.5899,286.04504,-60.85586,232.23734,-86.89637,-21.94947,9.71371,-124.87205,-181.20564,-10.19415
1735,-2.741,-3.683,-4.418,-0.46,-4.51,-2.788,3.939,-5.265,16.91028,15.59038,8.05857,12.59034,9.45381,12.55509,18.58207,9.64245,-0.62876,-0.11264,-1.0756,-0.65115,-0.60043,-0.61223,-0.20291,-0.85195,179.53859,481.3107,335.91122,677.08191,182.01082,292.33246,899.15576,184.37727,48.47107,53.82117,20.6154,-15.51389,18.74107,-23.16837,-247.96136,57.07753
1736,-0.64,-0.746,-3.957,-5.528,-1.677,-0.783,-2.52,-1.822,15.98278,15.44067,7.94795,13.00642,10.53533,12.05033,18.28518,9.37344,-0.6639,-0.73477,-0.31331,-0.45929,-0.6862,-0.19504,0.22648,-0.42543,327.16986,577.7514,380.74564,534.13531,225.06238,329.01697,690.17773,339.08972,13.76611,-97.8572,-8.13241,161.42821,-30.94181,21.42797,137.09494,-90.96513
1737,-0.422,-1.184,-2.266,-3.277,-1.906,-1.696,-0.163,-0.606,16.36291,15.64805,8.18353,12.96459,10.70458,12.41801,18.52184,9.88626,-0.53742,-0.59131,-0.4038,-0.35932,-0.64286,-0.29928,0.08053,-0.5206,312.82938,590.93213,381.608,626.19019,224.69376,337.35831,689.62653,322.16766,9.44004,-95.43166,2.93204,69.7513,-19.1658,14.75835,74.92551,-46.18196
1738,0.515,2.251,-0.614,0.785,1.374,-0.708,-2.318,1.548,15.17321,14.55306,7.68604,13.55982,9.92487,11.92891,19.22615,8.77832,-0.33494,-0.01048,-0.79727,-1.61081,-0.39514,-0.50893,-1.15208,-0.67423,295.87381,578.81427,402.82037,603.29645,211.46284,320.24399,597.26715,282.59564,11.05561,-65.85761,-47.44999,-10.47324,-23.3738,22.2455,118.15829,13.88706
1739,-2.481,-1.879,-0.761,1.414,-2.375,-2.135,2.047,-0.47,15.14653,14.64469,6.68391,11.52902,9.65577,11.26382,18.01192,8.58276,0.46998,0.62661,0.41807,0.69601,0.45359,0.47285,0.08772,0.49647,245.78633,428.85666,377.53732,682.25464,165.35345,345.61914,704.31757,255.50298,12.89259,-34.0386,25.92043,57.70345,-28.49104,-37.64986,-26.37945,-14.59285
1740,-1.842,0.046,-0.776,1.74,-0.948,-1.645,5.026,-0.758,15.22806,14.93803,6.67234,11.64935,9.22691,11.4995,17.76592,8.48687,0.12282,0.16581,0.22936,0.45907,0.08785,0.26192,0.63813,0.00638,293.98999,432.07251,372.01407,742.5672,200.76416,348.38452,770.13715,291.46475,58.47504,73.32631,41.54329,-10.31286,39.89701,1.59175,-122.56363,11.50657
1741,0.657,2.349,-1.906,0.393,1.341,-0.118,0.06,0.012,15.25107,14.58065,7.5917,13.21132,9.75264,11.92972,19.01521,8.76392,-0.24521,0.0689,-0.67239,-1.39813,-0.14541,-0.43336,-0.97388,-0.41202,288.43814,574.91284,375.75146,613.69696,212.53526,309.82236,592.37897,271.15298,14.61776,-91.84124,-6.79431,57.13539,-27.47058,19.70681,100.58058,19.47474
1742,-0.811,0.001,-3.589,-2.274,-0.509,-1.418,-1.717,-1.208,16.11274,15.34207,8.00733,12.92944,10.06578,12.17695,18.43041,9.36928,-0.42792,-0.41769,-0.25837,-0.32073,-0.2706,-0.18323,0.10176,-0.26141,308.15085,576.15826,369.54376,542.37781,244.65407,312.94724,615.6311,313.2265,-6.65713,-81.60558,-9.53477,146.29858,-46.13689,25.40952,225.46114,-75.99107
1743,1.21,1.593,0.288,-3.516,1.401,1.578,-1.907,0.443,15.49667,15.18678,7.75557,13.02945,10.42539,11.96955,18.5208,9.22789,-0.58853,-0.47521,-1.15774,-1.07321,-0.88312,-0.62236,-0.65735,-0.95577,371.53564,575.66138,357.58453,609.784,226.10582,357.74762,640.04565,281.06833,-51.34384,-42.12239,75.28537,99.82717,-4.28237,-12.86587,109.26982,12.16444
1744,1.138,1.266,-1.634,-1.308,0.762,0.608,-0.029,-1.96,16.41952,15.79347,8.20304,13.06547,10.78478,12.49073,18.62293,10.08573,-0.53208,-0.63778,-0.65046,-0.80461,-0.90699,-0.321,-0.09331,-0.74116,311.85257,593.73181,393.79266,701.65894,211.03282,385.86441,741.93005,310.29623,21.37882,-87.11056,10.34507,23.75211,9.82606,-29.9284,-33.45026,-1.06707
1745,2.272,2.137,-1.085,3.806,2.167,1.474,0.113,0.819,15.26058,14.72137,6.99543,12.16651,9.46472,12.00379,18.75333,8.77106,-0.04908,0.32903,-0.17743,-0.02852,0.15586,-0.45123,-0.64396,0.01367,324.89816,790.15771,446.06787,716.70068,266.87601,309.21271,656.19934,344.44553,13.74729,-253.04575,-36.89695,33.45813,-75.32877,57.86339,142.37347,-54.07088
1746,4.779,4.17,2.74,2.541,4.574,4.365,3.457,4.334,14.99558,14.59551,7.19355,12.44853,9.49092,11.63031,18.20542,8.55165,1.00943,0.7518,0.69376,0.09126,1.1754,0.49668,-0.02187,1.18576,436.09369,744.29852,505.47028,835.63495,304.19049,531.26343,903.8598,420.13492,-111.10756,-86.87634,-139.24683,-247.0045,-77.70434,-220.30446,-206.5755,-124.94051
1747,4.267,3.581,4.267,2.912,4.132,4.469,2.299,4.31,14.99558,14.59551,7.19355,12.44853,9.49092,11.63031,18.20542,8.55165,1.00943,0.7518,0.69376,0.09126,1.1754,0.49668,-0.02187,1.18576,436.09369,744.29852,505.47028,835.63495,304.19049,531.26343,903.8598,420.13492,-111.10756,-86.87634,-139.24683,-247.0045,-77.70434,-220.30446,-206.5755,-124.94051
1748,-2.7,-2.555,-2.037,-0.568,-3.291,-3.708,1.266,-2.371,16.28586,15.52998,7.27305,11.85011,9.35596,12.18601,18.5448,9.08248,-0.24259,-0.08293,-0.38777,-0.07648,-0.18589,-0.37514,-0.22975,-0.40209,195.27258,481.13083,382.12457,730.02686,206.25296,277.63391,708.8468,241.04909,98.27892,-106.63402,-17.36289,60.52119,-32.59995,38.10217,-79.58846,-9.54462
1749,0.787,0.724,1.872,-0.77,0.625,0.8,0.641,2.175,14.56427,14.6366,6.54516,12.00454,9.05275,11.30912,18.19699,8.02335,0.40875,-0.22433,0.21588,0.33302,0.04655,0.44946,0.3985,0.32731,363.55344,372.77048,451.3038,750.61981,199.46317,401.52789,876.63422,294.78387,-74.4995,211.6017,-68.30476,-51.5309,8.14472,-121.58561,-249.18556,-10.99171
1750,-0.003,0.578,0.038,2.185,-0.164,-0.913,-2.244,1.248,15.32232,14.62323,7.24129,12.68083,9.74036,12.04329,18.93732,8.82637,-0.07785,0.56284,-0.2431,-0.68238,0.2892,-0.49749,-0.93766,0.07834,329.45712,649.91498,433.06073,711.1601,237.34116,315.85883,622.06256,319.13156,-12.51754,-76.77461,-63.61187,-128.72662,-67.2991,25.70377,87.49073,-49.50355
